"A","B","C","D","E","F","G","H","I"
6,16,7,27,5,53,110,23,40
0,0,8,7,29,35,42,27,37
7,7,15,51,25,39,40,62,71
7,5,19,43,58,36,37,65,88
1,7,3,33,18,65,86,97,61
7,15,14,14,46,31,58,45,34
0,6,3,13,46,62,39,18,103
8,13,4,34,5,56,82,89,55
6,1,8,39,25,45,27,28,83
0,29,3,40,24,37,22,50,58
12,10,22,3,3,35,32,18,78
7,13,72,6,50,53,45,55,43
7,12,10,70,17,57,60,14,31
12,26,41,14,16,52,66,50,79
0,19,18,17,77,8,25,59,47
0,9,5,22,23,6,41,1,49
0,8,8,47,22,10,54,17,34
0,2,7,21,48,42,48,28,27
8,11,23,40,9,43,52,66,114
3,5,39,39,40,66,71,46,25
9,9,9,24,42,39,62,43,22
2,8,9,60,23,26,57,103,88
0,5,18,14,27,70,58,55,51
14,12,4,2,2,32,13,63,72
16,16,17,41,50,24,38,128,59
0,23,14,7,42,69,42,35,80
0,30,13,45,63,9,47,47,42
3,16,58,10,14,31,9,37,30
6,6,15,26,3,33,14,72,54
0,3,6,16,25,65,11,47,25
0,18,7,10,10,28,32,96,50
0,10,10,4,57,54,65,20,22
0,18,15,13,12,85,23,37,66
9,4,13,18,27,77,52,26,46
0,16,45,19,30,61,37,41,31
6,11,18,21,32,29,57,25,91
0,9,8,25,8,27,24,47,51
0,0,11,30,33,39,32,50,68
5,24,13,7,49,49,42,45,42
0,10,6,7,34,45,32,52,51
13,2,19,12,23,50,27,42,28
10,13,37,11,38,30,73,76,22
6,6,68,38,10,17,25,63,61
5,4,10,54,21,81,40,73,55
18,1,43,14,26,41,22,69,39
0,0,11,4,15,55,17,88,126
8,24,29,29,36,20,54,53,97
5,3,32,40,20,29,44,69,10
14,14,28,24,35,16,25,38,17
0,0,19,6,11,31,5,52,47
4,2,3,70,27,45,63,36,45
21,7,30,1,74,28,14,91,87
0,15,14,45,38,36,42,25,43
7,15,21,13,20,54,55,43,44
4,14,14,11,46,68,34,28,81
28,9,37,18,26,31,38,29,76
0,0,22,17,36,65,33,53,60
1,2,20,28,39,49,22,20,42
0,19,13,31,53,37,68,59,40
3,9,10,14,44,39,23,29,59
0,6,13,10,33,27,88,44,77
9,9,5,42,41,46,19,51,133
15,2,2,30,14,40,30,35,67
14,2,2,3,37,54,55,90,86
0,17,35,5,33,13,97,31,46
9,9,6,12,8,45,71,57,62
4,8,15,14,29,44,73,67,86
4,13,11,17,38,90,37,64,84
11,11,20,48,57,109,52,88,84
9,9,37,35,20,25,102,114,24
0,3,15,7,36,53,64,54,40
8,8,14,36,17,45,37,17,82
19,19,3,34,49,54,40,47,26
0,12,6,15,37,23,36,33,36
14,3,43,23,16,44,42,37,43
13,24,16,38,38,40,44,86,91
0,7,43,30,60,23,23,36,21
1,34,2,39,42,20,19,46,68
11,22,26,45,50,47,25,17,71
0,0,7,26,36,42,31,72,20
15,27,5,41,54,38,30,59,40
0,17,18,34,21,34,34,89,17
0,3,3,22,61,55,40,14,65
4,9,23,26,44,18,34,73,25
0,0,27,30,24,54,40,43,99
0,34,15,60,42,52,17,63,39
8,8,8,54,25,58,15,85,72
0,7,8,6,35,16,28,28,55
2,2,14,21,25,59,32,74,58
0,15,7,33,18,48,129,25,98
0,3,11,56,45,60,71,106,97
1,5,6,19,18,22,45,23,62
2,52,21,6,34,37,42,34,59
0,7,14,68,13,35,37,62,34
12,13,19,13,74,12,17,43,66
0,4,23,26,7,50,66,10,56
3,11,54,55,39,20,14,80,59
0,8,3,26,38,22,28,29,60
7,11,1,56,23,37,66,120,46
0,21,37,48,14,63,68,5,52
8,27,7,30,79,51,43,39,77
13,31,8,4,71,52,38,60,21
4,17,12,20,15,90,16,55,21
4,11,9,5,47,99,43,46,75
11,3,15,22,62,57,45,77,31
0,21,37,36,2,53,20,7,23
0,5,1,52,67,35,17,32,51
0,6,9,35,14,35,20,31,59
7,24,13,22,65,28,61,82,76
35,4,8,24,37,30,84,20,20
22,5,23,42,37,6,31,107,67
0,0,9,23,101,16,38,28,35
0,24,18,29,20,28,65,100,45
12,7,14,35,12,21,74,28,21
5,1,8,13,36,11,58,75,64
0,18,32,33,49,35,17,51,72
0,0,31,44,47,47,60,70,35
0,11,11,30,44,30,29,60,59
15,29,25,10,25,6,92,43,37
0,3,7,2,27,21,55,42,16
0,0,4,33,19,46,50,36,17
0,6,28,14,16,44,70,44,43
1,1,6,64,31,31,51,53,39
0,1,7,15,26,43,52,75,80
0,5,5,11,35,3,38,14,35
0,35,17,18,32,29,43,54,74
12,12,21,9,27,32,66,68,45
8,9,2,4,38,40,110,49,73
0,6,5,47,11,33,35,13,82
0,0,17,49,58,48,52,38,77
26,8,13,14,44,57,25,86,93
15,1,18,5,29,24,39,73,32
3,7,10,36,14,55,10,12,66
6,14,4,47,56,28,10,68,64
1,2,14,17,34,35,67,29,83
8,20,14,19,20,30,41,35,57
3,17,29,13,18,76,32,94,45
10,11,11,11,27,49,45,55,89
0,11,29,31,42,10,20,33,20
8,3,15,11,21,1,9,47,22
4,8,16,9,23,9,48,71,38
0,8,31,29,50,22,88,36,94
0,14,4,31,31,26,19,68,97
0,8,38,56,83,30,68,63,40
0,4,10,18,28,46,46,24,67
0,10,20,28,45,32,16,60,51
0,31,7,43,16,20,92,43,80
5,26,11,58,66,31,35,63,15
17,4,2,49,37,40,62,43,25
2,3,25,25,35,31,58,107,27
13,26,6,15,66,43,12,80,76
8,5,12,21,26,28,53,26,77
10,10,5,16,32,28,18,80,47
0,15,16,41,23,44,23,75,71
0,15,22,50,37,28,38,21,100
0,7,9,8,59,45,10,103,67
0,8,17,5,26,27,56,34,115
0,8,39,19,3,72,26,48,76
5,31,6,14,35,86,26,137,96
0,23,20,32,49,46,25,64,34
12,25,18,34,27,21,31,127,74
0,12,7,14,27,27,37,78,40
0,2,2,9,19,63,38,30,106
15,10,2,15,12,24,75,36,91
0,1,15,26,45,42,14,80,73
5,11,6,20,26,51,33,57,67
11,9,25,17,18,50,20,64,49
0,2,1,50,35,38,8,28,48
0,14,2,26,18,49,69,22,79
2,4,5,17,41,26,37,17,22
0,5,29,61,36,55,47,29,56
0,11,22,30,60,60,47,63,85
10,11,37,36,57,40,34,56,62
0,11,25,54,28,13,42,27,62
12,10,11,27,20,47,28,21,37
3,4,14,13,15,64,58,33,97
10,7,26,52,15,55,56,57,60
9,22,29,25,62,60,26,69,61
0,4,14,24,64,19,61,50,44
4,12,3,51,27,33,92,46,33
4,26,18,24,21,54,32,35,47
0,4,32,12,6,12,32,41,74
19,19,14,35,21,64,64,62,54
4,4,18,17,54,23,75,82,25
0,11,32,22,24,24,27,67,33
7,44,7,5,58,64,31,57,25
4,3,3,3,5,15,59,56,44
0,5,7,36,63,34,31,45,25
0,11,29,28,40,55,78,21,62
13,9,21,19,16,27,101,99,102
0,4,15,29,26,45,49,54,72
0,41,6,31,27,42,93,17,77
4,11,22,25,15,18,38,58,21
23,10,37,7,17,68,67,74,75
24,28,37,25,51,62,42,33,83
0,3,3,18,29,24,71,87,62
8,5,10,18,21,28,23,48,55
14,4,45,18,63,18,53,36,42
16,4,13,60,10,24,49,50,62
8,2,26,42,43,56,41,38,64
0,22,20,64,53,61,59,21,28
0,8,11,10,17,60,70,55,69
7,6,18,6,62,32,39,48,79
14,17,17,31,21,19,55,76,56
7,48,18,49,43,7,50,70,19
9,20,14,40,21,84,77,21,58
0,8,21,18,19,43,78,27,16
0,16,9,13,57,75,81,32,46
3,11,11,30,21,56,22,7,48
3,42,15,11,4,64,29,26,71
0,3,26,23,64,17,37,40,54
0,3,45,24,21,45,63,54,55
13,3,8,39,20,6,74,54,68
4,7,18,18,48,32,71,32,93
6,3,15,14,24,47,38,78,85
16,7,34,26,33,25,24,61,80
0,4,22,33,44,21,13,19,89
0,5,5,12,15,17,63,67,79
5,21,8,37,42,29,84,31,51
4,32,5,23,18,32,47,40,38
8,23,15,14,68,60,28,39,47
3,14,35,26,12,49,53,64,78
9,15,12,52,37,20,23,67,24
0,0,12,22,43,55,29,38,22
0,1,22,40,21,38,70,40,32
