"A","B","C","D","E","F","G","H","I"
2,15,3,15,12,30,18,31,19
4,6,10,1,9,10,32,21,42
11,9,9,13,10,24,14,15,29
1,8,6,9,7,8,23,14,21
0,0,6,4,34,25,31,27,14
0,11,6,39,23,14,28,24,31
0,4,8,10,32,39,21,37,15
0,2,8,13,16,19,42,14,24
3,27,6,5,20,11,17,18,49
0,2,11,3,10,3,20,12,20
5,6,9,8,21,12,34,32,30
2,7,4,14,12,3,29,42,19
0,11,25,27,14,37,6,30,58
7,4,17,21,8,11,29,33,7
5,2,19,33,6,17,38,17,22
0,7,9,7,18,12,30,33,10
0,0,20,2,20,19,25,22,26
0,6,15,18,18,26,12,38,24
5,5,15,22,46,26,36,34,12
4,7,0,46,13,37,9,15,23
0,3,8,18,20,17,28,45,34
0,8,4,19,24,26,17,42,72
12,17,3,5,29,23,30,28,40
0,0,10,21,15,38,32,47,32
0,6,8,25,2,6,53,52,33
0,15,15,12,27,29,13,27,42
10,0,12,15,13,7,22,26,14
0,0,12,33,25,21,9,43,30
0,0,14,5,16,32,24,23,20
1,6,0,16,8,5,18,53,34
3,0,9,10,32,16,25,38,55
0,20,13,10,16,36,7,20,22
4,2,7,9,5,17,3,39,17
0,9,34,19,43,42,3,12,26
0,7,8,21,9,24,32,16,64
16,4,13,12,21,31,30,36,75
0,0,9,7,26,3,20,37,10
0,0,2,12,15,17,48,27,22
9,7,6,12,6,9,19,27,26
4,12,3,5,39,29,18,12,25
2,3,14,25,29,26,35,17,38
0,7,18,9,7,25,30,49,28
0,0,1,24,8,24,23,54,24
4,2,19,4,19,25,23,30,29
14,1,21,9,41,9,26,27,45
0,0,10,14,37,9,37,21,23
0,0,14,23,31,25,38,29,30
0,7,12,14,18,23,16,22,44
8,10,4,27,24,22,42,43,38
8,6,9,11,14,23,43,24,31
0,10,7,11,20,35,30,24,40
1,4,2,11,13,19,17,44,32
7,5,22,20,25,18,49,11,29
0,17,3,17,9,12,42,15,29
0,0,14,14,3,29,29,38,17
0,8,27,37,14,15,22,21,50
1,23,6,18,30,19,49,18,31
2,0,8,19,17,27,23,23,34
5,8,25,18,18,29,27,15,28
3,1,21,13,60,2,20,15,23
5,10,12,10,19,7,30,18,62
1,8,18,8,27,36,14,30,44
3,0,6,5,21,27,31,29,30
5,9,15,23,2,29,17,31,60
13,3,6,25,34,16,15,41,14
0,19,10,22,15,12,32,18,21
0,11,27,4,29,27,18,22,26
6,4,0,17,19,25,40,28,30
0,7,24,19,9,18,26,41,15
2,33,8,11,13,10,27,30,51
5,0,0,20,33,16,11,24,37
0,19,6,10,14,12,16,18,49
8,10,17,10,32,19,21,13,25
0,1,9,19,25,23,46,31,43
5,13,8,3,27,20,15,32,27
1,10,4,12,15,28,29,35,65
0,4,6,19,21,32,27,24,39
14,2,7,6,25,17,28,43,24
3,3,12,21,5,26,50,15,29
2,6,18,3,21,19,25,36,56
1,6,5,7,10,24,43,34,41
6,3,8,14,33,40,30,43,9
11,5,59,16,3,50,24,38,51
0,15,9,2,25,29,14,21,24
0,6,32,5,37,19,15,18,24
4,15,10,6,20,43,26,24,40
8,14,9,19,17,13,26,16,21
0,3,16,9,21,11,45,12,13
12,5,10,1,21,5,14,14,27
0,5,5,8,13,33,39,28,44
0,0,5,22,29,36,21,13,14
0,6,26,18,28,18,18,13,47
2,10,8,22,12,11,29,17,18
0,2,9,6,0,29,39,31,45
2,2,17,12,5,44,19,24,18
0,7,10,10,15,11,28,34,22
0,3,16,29,14,19,17,29,7
5,1,12,12,15,41,24,41,36
0,10,14,32,1,17,25,22,18
0,6,12,19,17,48,22,33,54
3,16,15,14,13,34,18,35,50
0,4,9,11,22,3,16,15,23
2,0,2,16,22,29,25,31,38
0,6,2,19,26,34,24,22,28
0,16,20,10,8,6,17,37,24
3,2,2,26,19,26,22,26,45
0,2,18,12,13,9,15,44,21
1,4,29,16,19,37,13,47,53
0,5,13,13,13,45,33,20,29
0,4,11,34,25,21,28,7,30
0,8,21,18,6,34,12,41,24
2,16,6,13,20,35,31,18,28
5,6,6,20,3,19,19,15,21
0,7,8,17,27,29,20,43,24
10,0,20,17,13,15,25,19,10
3,6,13,28,1,4,39,25,12
9,3,1,1,14,27,13,16,52
0,1,10,18,34,15,34,28,57
3,0,5,23,15,22,43,35,27
4,9,2,26,3,31,31,6,38
2,0,2,8,29,35,32,61,29
0,2,10,9,36,12,21,12,15
1,11,10,14,15,9,14,33,20
0,0,15,21,19,15,15,41,36
0,0,26,33,23,27,22,34,38
3,6,18,17,18,13,15,37,47
8,0,8,11,15,3,18,24,35
0,2,4,15,5,18,38,35,48
0,0,11,10,25,14,21,38,49
0,0,5,8,25,13,27,46,21
3,18,12,10,23,7,22,25,19
0,1,3,24,8,3,27,21,31
2,7,3,6,13,5,14,24,12
3,0,9,28,47,16,35,22,46
2,2,7,25,33,15,8,1,28
0,4,13,18,27,15,25,32,15
5,13,16,14,8,27,43,28,38
5,1,9,13,26,14,3,29,54
0,0,1,13,6,27,39,20,58
4,3,7,28,23,18,34,29,34
0,19,8,13,24,5,39,20,36
1,3,9,20,11,32,28,26,44
0,11,0,17,25,39,30,6,24
2,15,22,5,17,21,13,21,8
0,0,17,10,17,25,29,36,28
0,12,2,23,8,31,15,36,20
0,18,0,8,7,17,16,12,33
0,14,14,5,11,18,21,23,34
5,5,23,0,15,15,39,40,25
0,8,11,11,30,20,36,19,47
2,9,10,5,16,42,51,30,24
0,9,12,18,20,9,25,20,44
2,2,9,21,9,23,25,27,27
5,0,5,14,25,9,33,18,50
13,8,5,2,21,29,19,17,57
0,12,10,21,18,26,16,30,60
4,7,3,29,10,4,9,14,43
2,6,0,4,28,5,25,26,30
2,0,7,13,6,39,8,19,18
0,2,2,22,11,10,14,23,52
0,6,19,5,10,13,20,32,36
0,1,3,2,14,27,9,29,24
0,11,20,18,13,15,18,29,41
5,33,1,26,18,21,24,11,51
0,18,22,9,12,22,39,37,25
0,3,11,14,26,41,41,44,17
1,10,5,1,19,9,25,29,36
0,0,5,4,26,55,9,43,20
1,2,4,0,20,48,41,31,40
8,7,6,3,9,16,11,13,32
5,6,27,3,21,36,16,32,39
0,17,6,12,10,9,12,12,37
3,6,9,23,11,12,16,33,19
13,11,26,15,10,13,12,42,9
0,2,18,0,18,22,29,48,22
3,5,7,18,22,24,14,40,49
4,2,12,11,26,29,18,37,30
8,7,24,25,20,8,29,38,33
6,2,11,8,20,17,27,46,16
0,8,14,6,15,33,17,16,34
0,1,10,14,14,6,15,40,41
0,8,3,1,14,36,22,55,21
7,6,14,15,5,42,48,33,41
1,0,18,7,30,24,17,15,38
0,0,5,10,11,16,23,15,19
10,2,14,0,18,34,36,35,42
2,4,15,10,23,21,39,20,33
3,13,23,21,21,23,14,21,31
0,8,23,6,35,17,35,23,18
5,2,6,19,29,34,28,25,30
2,4,5,13,21,10,9,41,23
15,8,2,14,11,14,10,57,36
3,10,16,9,32,8,14,44,38
3,2,2,13,13,29,16,41,54
0,18,0,18,17,24,13,8,46
0,4,7,6,17,20,27,21,22
1,7,0,14,13,24,28,42,21
0,2,27,31,21,10,6,24,21
0,5,3,14,22,24,39,40,36
1,24,3,15,35,21,14,36,49
0,3,11,31,28,21,15,24,15
0,2,23,7,13,6,21,30,58
13,4,19,6,32,25,22,30,11
3,0,10,17,35,12,58,30,30
4,0,3,20,41,43,15,53,21
21,6,21,6,8,6,37,20,48
7,0,2,49,4,34,19,22,24
5,9,3,13,14,24,11,26,39
15,0,0,13,33,17,43,30,27
3,8,1,1,12,33,24,14,31
0,2,11,21,10,17,26,26,52
7,0,16,19,7,17,10,25,32
4,7,8,2,26,34,22,16,42
0,12,5,7,9,36,18,44,41
9,3,1,20,9,28,4,23,31
15,8,6,9,16,20,10,19,19
0,2,2,25,8,18,24,12,44
3,4,4,5,28,21,11,31,14
0,0,18,5,32,36,37,30,30
12,11,4,10,11,22,32,18,52
2,3,1,5,36,31,16,36,19
0,2,8,14,5,11,42,21,27
4,8,12,23,21,28,13,7,36
0,0,0,15,15,20,27,49,38
0,4,4,18,28,21,36,20,34
